No,URL,Title,Topic,Tags,NSMI-TLT,Body
145,http://www.lawaccess.org/node/248,Grants Legal Clinic,,,Attorneys / Legal Services,"Civil Legal Clinic (3rd Tuesday of the month at the Courthouse)


A legal clinic is held on the third Tuesday of each month from 10:00am to 2:00pm, first-come, first-served.
The clinic is held at the Thirteenth Judicial District Court for Cibola County, 515 West High, Ste B, Grants NM 87020
Contact 505-287-8831 for more information
"
151,http://www.lawaccess.org/node/289,Law Access New Mexico Helpline Attorney Job Opening,,,Attorneys / Legal Services,"Law Access New Mexico provides respectful, efficient, high quality legal advice, brief service and referrals in civil law matters to eligible low-income New Mexicans over the telephone and helps remove barriers to the justice system. Please be sure and review this website prior to submitting an application.

Located in Albuquerque, New Mexico, the organization seeks a full-time (37.5 hours per week) attorney licensed to practice in New Mexico.

The successful applicant will provide legal advice and brief services via telephone to low-income residents of New Mexico. Primary areas of practice will include landlord-tenant, consumer debt, and unemployment benefits issues and other civil law matters as needed by our clients. No experience necessary as we will train on substantive law.

Requirements: Licensed to practice in the courts of New Mexico.

Additional preferences:


	Spanish fluency a plus.
	Must: be comfortable with advanced technology; able to adapt to using propriety software; able to engage in quick transition between multiple software services while entering information in real-time during the phone interviews


We offer a competitive salary and benefits package.&nbsp; Salary D.O.E.; E.O.E.

Application process:


	Apply by email-only to HR(at)lawaccess(dot)org with resume attached.
	Subject line should read: ""LANM Attorney application"".
	Absolutely no phone calls.


&nbsp;
"
155,http://www.lawaccess.org/node/293,Las Cruces (no Family Law) Legal Clinic #3,,,Attorneys / Legal Services,"Civil Legal Clinics (NO family law; NO criminal law)

SIGN-IN from 1pm to 2pm&nbsp;
CLINIC from 2pm to 4pm
----&nbsp;
Volunteer lawyers answer legal questions if you have a case filed in this court.

You do not need an appointment; clinics are first-come,first-served. Sign up ahead of time.

Space is limited to 10 people per clinic. Once the sign-up is full, the clinic will be closed.

The volunteer lawyers DO NOT fill out your papers for your. ... If you have questions about your forms, steps, and procedures, come to the Self-Help Center 8-5 Monday-Friday (building is closed from noon-1).

The volunteer lawyers CAN NOT talk to you if you have a lawyer.

The volunteer lawyers DO NOT help with criminal problems.

The volunteer lawyers are not a source of unlimited free legal advice. ... Multiple visits to the clinic may be considered abuse and you may be asked to leave.

See the Court's Calendar
"
163,http://www.lawaccess.org/node/302,Santa Fe Legal Clinics,,,Attorneys / Legal Services,"Civil legal clinics (NO Family Law) (2016: Feb 5, Apr 1, Jun 3, Aug 5, Oct 7, Dec 2)

Family Law clinics&nbsp; (2016: April 9, May 7, July 9, August 6, September 10, October 8, November 12, December 10)

&nbsp;

&nbsp;
"
166,http://www.lawaccess.org/node/305,[CLOSED] LANM Rural Advocacy Project On-Site Manager (RAPOM),,,Attorneys / Legal Services,"Law Access New Mexico and New Mexico Legal Aid have a joint project to target legal services for rural communities in New Mexico, giving highest priority to the identified 10 highest-poverty rural constituents in New Mexico. Law Access New Mexico is hiring a Rural Advocacy Project On-site Manager for the project.

Law Access New Mexico provides respectful, efficient, high quality legal advice, brief service and referrals in civil law matters to eligible low-income New Mexicans over the telephone and helps remove barriers to the justice system. See www.lawaccess.org. Please be sure and review the website prior to submitting an application.

Located in Albuquerque, New Mexico, the organization seeks a full-time (37.5 hours per week) attorney licensed to practice in New Mexico for this position.

See the attached for a full job description.

Application process:


	Apply by email-only to HR@lawaccess.org with resume attached.
	Subject line should read: ""LANM RAPOM application"".
	Absolutely no phone calls.

"
171,http://www.lawaccess.org/node/313,"Law Access New Mexico intake phone lines are ""down"" (RESOLVED)",,,Attorneys / Legal Services,"[RESOLVED - phones are working now] Tech support has been contacted and we working on the problem. We will be back online just as soon as possible.
"
181,http://www.lawaccess.org/node/324,October Pro-Bono Month Legal Clinics,,,Attorneys / Legal Services,"[details coming soon]

Click on your county to find out what is happening during Pro Bono Month!

Bernalillo (on-going clinics)
Chaves (one time event)
Cibola (on-going clinics)
Doña Ana (on-going clinics)
Grant (on-going clinics)
Hidalgo (on-going clinics)
Lea (one time event)
Lincoln (one time event)
Luna (on-going clinics)
McKinley (on-going clinics)
Otero (one time event)
San Juan (on-going clinics)
San Miguel (on-going clinics)
Sandoval (on-going clinics)
Santa Fe (on-going clinics)
Valencia (on-going clinics)
"
117,http://www.lawaccess.org/node/203,United States Bankruptcy Court ,,,Bankruptcy,"The United States Bankruptcy Court provides limited forms, court rulesm procedures, and statues regarding bankruptcy to the public.&nbsp;

Locations:

Albuquerque:

500 Gold Ave. SW, Albuquerque, NM 87102

Phone Number: (505) 348-2500

Phone Number: (866) 291-6805

&nbsp;

Click here to return to the list of helpful organizations.&nbsp;
"
31,http://www.lawaccess.org/node/112,Albuquerque Civil Legal Clinic,,,Civil Procedure / Administrative Law,"The Second Judicial District Pro Bono Committee hosts free civil legal clinics at the District Court House on the first Wednesday of the month from 10:00 a.m. - 1:00 p.m.

2016 Dates are: Jan 6, Feb 3, Mar 2, Apr 6, May 4, Jun 1, Jul 6, Aug 3, Sep 7, Oct 5, Nov 2, Dec 7

Consults are first come, first served and are limited to the first 25 persons that qualify for low-income assistance.

Be sure and bring any related paperwork with you.

Areas advice is provided in includes:


	Bankruptcy/Debt
	Consumer Rights
	Employee Rights
	Estate/Wills/Probate
	Foreclosure
	Landlord/Tenant
	Power of Attorney
	Public Benefits
	Small claims


Contact 1-877-266-9861 with questions.
"
49,http://www.lawaccess.org/node/134,2015 Federal Poverty Guidelines,Poverty Info,,Civil Procedure / Administrative Law,"Find the latest poverty guidelines listed by the U.S. Government HERE.
"
51,http://www.lawaccess.org/node/136,Poverty & Benefits Rights,Poverty Info,,Civil Procedure / Administrative Law,"Find booklets &amp; brochures about Poverty &amp; Benefits rights HERE
"
58,http://www.lawaccess.org/node/144,Civil Legal Fairs around New Mexico ,,,Civil Rights,"A FREE Legal Fair where you can talk with an attorney.

&nbsp;

TOPICS include:


	
		
			Bankruptcy
			Consumer &amp; Debt:
			Consumer rights
			Contracts&nbsp;&nbsp; &nbsp;
			Credit Card Debt/Collections
			Employment
			Healthcare Directives
			Immigration
			Landlord/Tenant Rights
			Powers of Attorney&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;
			Public Benefits
			Social Security/SSI issues
			Uncontested Probates
			Wills/Estate Planning
			Family law:
			
				Child Custody
				Child Support
				Dividing Assets &amp; Debts in Divorce
				Grandparent Visitation
				Kinship Guardianships
			
			
		
	


First-come, first-served basis

Bilingual attorneys and staff available

Abogados bilingüe y funcionados estarán disponibles.

10:00am to 2:00pm

Check back later for new date and location

&nbsp;
&nbsp;

"
84,http://www.lawaccess.org/node/170,American Civil Liberties Union ,,,Civil Rights,"American Civil Liberities Union of New Mexico works to defend the civil rights, freedoms, and liberies of New Mexicans guaranteed by the United States Constitution and the New Mexico Consitution.

Locations

Statewide:

1410 Coal Ave. SW, Albuquerque, NM 87104

Phone number: (800) 773-5706

&nbsp;

Click here to return to the list of helpful organizations.
"
125,http://www.lawaccess.org/node/213,"""More types of crime victims can get aid""",New Mexico Laws,,Civil Rights,"""More money will be available to more types of crime victims in New Mexico as part of a new law that goes into effect this week. The law adds a new revenue source for the New Mexico Crime Victims Reparation Commission"" . Read more from the Albuquerque Journal
"
137,http://www.lawaccess.org/node/240,Las Cruces Civil (No Family Law) Legal Clinic #1,,,Civil Rights,"Civil Legal Clinics (NO family law; NO criminal law)

SIGN-IN from 1pm to 2pm&nbsp;
CLINIC from 2pm to 4pm
----&nbsp;
Volunteer lawyers answer legal questions if you have a case filed in this court.

You do not need an appointment; clinics are first-come,first-served. Sign up ahead of time.

Space is limited to 10 people per clinic. Once the sign-up is full, the clinic will be closed.

The volunteer lawyers DO NOT fill out your papers for your. ... If you have questions about your forms, steps, and procedures, come to the Self-Help Center 8-5 Monday-Friday (building is closed from noon-1).

The volunteer lawyers CAN NOT talk to you if you have a lawyer.

The volunteer lawyers DO NOT help with criminal problems.

The volunteer lawyers are not a source of unlimited free legal advice. ... Multiple visits to the clinic may be considered abuse and you may be asked to leave.

See the Court's Calendar
"
146,http://www.lawaccess.org/node/249,Santa Fe Civil Legal Clinic (no family law),,,Civil Rights,"Civil Legal Clinic (NO family or criminal law questions)

Attorneys will be available to answer questions about your civil legal case

DATES in 2016: Feb 5, Apr 1, Jun 3, Aug 5, Oct 7, Dec 2

10am - 1pm, Consultations are on a first-come, first-served basis

Attendance is limited to the first 25 persons

Bring any related paperwork with you for the attorney to review

Call the Volunteer Attorney Program at 1-877-266-9861 for more information

LOCATION: 1st Floor Jury Room, First Judicial District Court, 225 Montezuma Ave, Santa Fe NM 87501

Sponsored by the First Judicial Distrct Court Access to Justice Committee

&nbsp;
"
147,http://www.lawaccess.org/node/276,Las Cruces Civil (No Family Law) Legal Clinic #2,,,Civil Rights,"Civil Legal Clinics (NO family law; NO criminal law)

SIGN-IN from 1pm to 2pm&nbsp;
CLINIC from 2pm to 4pm
----&nbsp;
Volunteer lawyers answer legal questions if you have a case filed in this court.

You do not need an appointment; clinics are first-come,first-served. Sign up ahead of time.

Space is limited to 10 people per clinic. Once the sign-up is full, the clinic will be closed.

The volunteer lawyers DO NOT fill out your papers for your. ... If you have questions about your forms, steps, and procedures, come to the Self-Help Center 8-5 Monday-Friday (building is closed from noon-1).

The volunteer lawyers CAN NOT talk to you if you have a lawyer.

The volunteer lawyers DO NOT help with criminal problems.

The volunteer lawyers are not a source of unlimited free legal advice. ... Multiple visits to the clinic may be considered abuse and you may be asked to leave.

See the Court's Calendar
"
148,http://www.lawaccess.org/node/277,Civil Legal Clinics (NO family law; NO criminal law),,,Civil Rights,"1st Civil clinic of the month

2nd Civil clinic of the month

3rd Civil clinic of the month
"
6,http://www.lawaccess.org/node/85,Consumer Resources for New Mexicans,,,Consumer,"&nbsp;



National Consumer Law Center (Bankruptcy, Credit, Borrowing, Identity Theft, Billing Disputes &amp; more)

Federal Trade Commission (Identity Theft, Unfair Trade Practices, Deceptive Advertising, Do Not Call &amp; more)

Consumer Protection Division of the New Mexico Attorney General's Office

Want to learn more about Identity Theft?

Consumer Financial Protection Bureau
"
17,http://www.lawaccess.org/node/98,Consumer Debt/Bankruptcy Workshops,,,Consumer,"Workshops are presented by the State Bar of New Mexico and the Bankruptcy Law Section.&nbsp; Workshops begin with a presentation by volunteer attorneys, followed by a question and answer period. After the lecture, attorneys meet with individuals for a free one-on-one consultation to discuss specific bankruptcy and consumer debt issues.

For general information call 1-800-876-6657.
Workshops are held in Albuquerque and Las Cruces.

Albuquerque workshops are generally held the fourth Wednesday of each month at 6 p.m. at State Bar Center, 5121 Masthead NE, Albuquerque

Las Cruces workshops are held on different dates at the Law Offices of Kenneth Egan, 1111 E. Lohman Ave., Las Cruces, NM.

Click on ""Albuquerque workshops"" above or ""Las Cruces workshops"" above to see when the next workshop is scheduled.
"
23,http://www.lawaccess.org/node/104,National Consumer Law Center,Consumer,,Consumer,"The National Consumer Law Center has developed a number of guides, brochures, and fact sheets to help consumers understand their rights and make the best choices possible despite difficult financial circumstances. Some of these include:

Bankruptcy


	What You Should Know About Bankruptcy
	Bankruptcy Client Brochure
	Your Legal Rights During and After Bankruptcy


Credit


	Disputing Errors in a Credit Report
	What You Should Know About Your Credit Report &nbsp;
	Your Credit Card Rights
	Tips on Choosing A Reputable Credit Counseling Agency


Debt &amp; Borrowing


	Get Real Debt Help, Not Empty Promises (English, Spanish)
	Borrower Beware: The High Cost of Payday and Auto Title Lenders, Pawnbrokers, and Rent-to-Own Stores
	Some Tips For Consumers Considering A Reverse Mortgages


Identity Theft


	Protect Yourself from Identity Theft


Billing Disputes


	Dealing with Utility Companies Regarding Disputed Bills and Utility Deposits


Miscellaneous


	Tips for Seniors on Living Trusts
	When Your Social Security Benefits Are Taken To Pay Back Money To The Federal Government

"
24,http://www.lawaccess.org/node/105,Federal Trade Commission,Consumer,,Consumer,"The Federal Trade Commission deals ""with issues that touch the economic life of every American. ...It... protects consumers by stopping unfair, deceptive or fraudulent practices in the marketplace. ...It... conducts investigations, sue companies and people that violate the law, develop rules to ensure a vibrant marketplace, and educate consumers and businesses about their rights and responsibilities. ...It collects... complaints about hundreds of issues from data security and deceptive advertising to identity theft and Do Not Call violations, and make them available to law enforcement agencies worldwide for follow-up.
"
25,http://www.lawaccess.org/node/106,NMAG Consumer Protection Division,Consumer,,Consumer,"The New Mexico Office of the Attorney General's Consumer Protection Division enforces consumer laws in the State of New Mexico that are intended to shield the public from fraudulent and unfair business practices.
"
26,http://www.lawaccess.org/node/107,Consumer Financial Protection Bureau,Consumer,,Consumer,"The Consumer Financial Protection Bureau, another agency of the U.S. government, tries to highlight consumer financial products and services for Americans — whether they are applying for a mortgage, choosing among credit cards, or using any number of other consumer financial products. Check out their recently released ‘Your Money, Your Goals’ Toolkit.
"
29,http://www.lawaccess.org/node/110,Albuquerque Consumer Debt/Bankruptcy Workshop,Consumer,,Consumer,"The State Bar of New Mexico and the Bankruptcy Law Section.&nbsp; Workshops begin with a presentation by volunteer attorneys, followed by a question and answer period. After the lecture, attorneys meet with individuals for a free one-on-one consultation to discuss specific bankruptcy and consumer debt issues.

Albuquerque workshops&nbsp;are generally held the fourth Wednesday of each month at 6 p.m. at State Bar Center, 5121 Masthead NE, Albuquerque.

&nbsp;

To sign up for the ALBUQUERQUE Consumer Debt/Bankruptcy Workshops, please call (505) 797-6094.

&nbsp;
"
30,http://www.lawaccess.org/node/111,Las Cruces Consumer Debt/Bankruptcy Workshop,Consumer,,Consumer,"The State Bar of New Mexico and the Bankruptcy Law Section.&nbsp; Workshops begin with a presentation by volunteer attorneys, followed by a question and answer period. After the lecture, attorneys meet with individuals for a free one-on-one consultation to discuss specific bankruptcy and consumer debt issues.

Las Cruces workshops are held at the Law Offices of Kenneth Egan, 1111 E. Lohman Ave., Las Cruces, NM.

2015 Workshop dates:


	February 26, 5:30 p.m.
	March 28, 9 a.m.
	April 23, 5:30 p.m.
	May 30, 9 a.m.
	July 25, 9 a.m.
	August 27, 5:30 p.m.
	September 26, 9 a.m.
	October 29, 5:30 p.m.
	December 12, 9 a.m.


For more information, call 575-523-2222 or 1-800-876-6227
"
88,http://www.lawaccess.org/node/174,New Mexico Attorney General's Office of Consumer Protection,,,Consumer,"New Mexico Attorney Gerneral's Office of Consumer Protection shields New Mexicans from fradulent and unfair business practices.

Locations:&nbsp;

Statewide:

111 Lomas Blvd. NW, Albuquerque, NM 87102

Phone number: (800) 678-1508

&nbsp;

Click here to return to the list of helpful organizations.
"
89,http://www.lawaccess.org/node/175,State Bar of New Mexico Consumer Debt Workshops ,,,Consumer,"State Bar of New Mexico Consumer Debt Workshops is a workshop presented by an attorney regarding consumer debt and bankruptcy.

Locations:

Statewide:

5121 Masthead NE, Albuquerque, NM 87109

Phone Number: (800) 876-6227

&nbsp;

Click here to return to the list of helpful organizations. &nbsp;
"
119,http://www.lawaccess.org/node/205,Better Business Bureau ,,,Consumer,"The Better Business Bureau monitors businesses to make sure that businesses act ethically towards their customers. &nbsp;&nbsp;

Locations:

Statewide:

Phone number: (800) 873-2224

&nbsp;

Click here to return to the list of helpful organizations.
"
90,http://www.lawaccess.org/node/176,State Jurisdiction: New Mexico Public Defenders Department,,,Criminal,"New Mexico Public Defenders Department provides consel to indigent persons charged with crimes in New Mexico courts.

Locations:&nbsp;

Statewide:

505 Marquette Ave. NW, #120, Albuquerque, NM 87102

Check your local phone book, or the public defender's website for phone numbers of public defenders in your area.

&nbsp;

Click here to return to the list of helpful organizations. &nbsp;
"
91,http://www.lawaccess.org/node/177,Federal Jurisdiction: Federal Public Defenders ,,,Criminal,"Federal Public Defenders is a federal agency who was created in order to grant defendants their Sixth Amendment Right to Counsel which was established in the Constitution of the United States.

Locations:

Albuquerque:

111 Lomas Blvd. NW, #501, Albuquerque, NM 87102

Phone number: (505) 346-2489

Las Cruses:

506 S. Main, Ste. 400, Las Cruses, NM 88001

Phone number: (575) 527-6930

&nbsp;

Click here to return to the list of helpful organizations. &nbsp;
"
101,http://www.lawaccess.org/node/187,"Attorney General's Office, Medicaid Fraud Division",,,Criminal,"This division of the Attorney General's Office focuses on investigating and prosecuting Medicaid providers who commit fraud and resident abuse, neglect, and explotation of long-term care facilities.&nbsp;

Locations:

Statewide:

Toll-free phone number: (800) 525-6519

Phone number: (505) 222-9079

&nbsp;

Click here to return to the list of helpful organizations.&nbsp;
"
