No,URL,Title,Topic,Tags,NSMI-TLT,Body
159,http://www.communitylegalaid.org/node/204,Defending Credit Card Collection Cases - Portage County,,,Consumer,"Defending Credit Card Collection Cases

A&nbsp;free&nbsp;CLE for Legal Aid attorneys and volunteers
All Volunteer Attorneys that teach the Portage County Credit Card Clinic or who wish to teach the clinic are encouraged to attend
2.75 general CLE credit hours have been requested from the Ohio Supreme Court

Portage County
Friday, December 4, 2015
9:30 a.m. to 12:45 p.m.
Reed Memorial Library
(The Jenkins Room)
167 E. Main St.
Ravenna, OH&nbsp; 44266

Click Here to Register
&nbsp;

Course Description

This CLE will provide attorneys with basic training on how to address credit card collection lawsuits in a clinic situation. &nbsp;It will review appropriate techniques for limited representation at clinics and will provide a basic overview of the law regarding credit card debt.

Speakers

Steven J. McGarrity is the Associate Director of Community Legal Aid Services, Inc. in Akron, Ohio. He began his career with Legal Aid following his graduation from Case Western Reserve University School of Law in 1996. He has served in a wide variety of positions at Legal Aid including Staff Attorney, Grant Compliance Manager, and Managing Attorney. In his current role, he oversees all client services for the firm. He practices primarily in the area of consumer law with an emphasis on debt collection cases. He has played a leading role among legal aid organizations in Ohio in the use of technology to improve client services.

Erin L. Spencer is a staff attorney at Community Legal Aid Services handles credit card defense cases both as an attorney and by empowering clients to defend themselves. She serves as a facilitator for the Consumer Debt Clinics held in Portage, Stark and Summit counties. &nbsp;Erin has been with Community Legal Aid as an attorney the past 9 years and spent two years in private practice prior to joining the Legal Aid team. She holds a law degree from the University of Akron Law School.

Click Here to Register
&nbsp;
"
183,http://www.communitylegalaid.org/node/235,Consumer Protection Videos,Consumer,,Consumer,"The Federal Trade Commission has a number of videos that provide information about consumer protection. &nbsp;The full library of videos is available by following the link below.

https://www.youtube.com/watch?v=4RK88mH69pA

https://www.youtube.com/watch?v=lp_8cvNm_vE

https://www.youtube.com/watch?v=Yv-I-x-X6gk

&nbsp;
"
117,http://www.communitylegalaid.org/node/139,Sealing a Criminal Record,Expungement,,Criminal,"Sealing a Criminal Record

What is sealing a criminal record?

It is a legal process which limits access to criminal records.&nbsp; Sealed records are not public records and will not appear in an ordinary criminal record check.&nbsp; Only certain criminal justice professionals under limited circumstances may inspect a sealed conviction record.

What is a conviction?

You have been ‘convicted’ if you were found guilty, you plead guilty or if you plead no contest.&nbsp; You do not have to have been sent to prison or even paid a fine to have been convicted.

Why is sealing a criminal record important?

Most employers and landlords and every public housing authority does a criminal record search of applicants.&nbsp; A job applicant whose record has been sealed cannot be asked about a conviction unless it has a direct and substantial relationship to the job being sought.&nbsp; (However, state law prevents some businesses from hiring job applicants with criminal records.&nbsp; See below)

Who is eligible to have criminal records sealed?

An eligible offender has one felony conviction or one felony and one misdemeanor or two different misdemeanor convictions.&nbsp; A single incident may lead to several criminal charges, i.e. such as when a person is charged with assault, disorderly conduct and resisting arrest after a fight.&nbsp; If there are several convictions from acts committed at the same time, this is still considered one conviction.&nbsp; Related criminal acts committed within a three-month period can be counted as one conviction if they are listed in the same indictment or complaint even if they did not occur at the same time.&nbsp; A minor misdemeanor does not count as a ‘conviction’ under this statute.&nbsp;&nbsp; A minor misdemeanor usually results in a ticket not a court appearance.&nbsp; Having one or more minor misdemeanors will not prevent you from having a felony or misdemeanor convictions sealed.&nbsp; Juvenile offenses are not considered ‘convictions.’&nbsp; They may be expunged through juvenile court.

Can anyone get his/her record sealed?

&nbsp; No.&nbsp; A judge must agree to seal the records.

Not all convictions can be sealed.&nbsp; You cannot have any criminal or traffic charges pending at the time that you file the application for sealing.&nbsp; Your record cannot be sealed if:


	You received a mandatory prison term;
	You were convicted of a crime that involved sexual conduct or pandering obscenity to a minor;
	You were convicted of a first-degree misdemeanor that was an offense of violence;
	You were convicted of a first or second degree felony;
	You were convicted of a first degree misdemeanor or a felony and the victim was under 18 years of age;
	You were convicted of driving under the influence (DUI), driving under suspension (DUS), driving without a license, reckless operation or other traffic or motor vehicle crime;
	You used a firearm in committing the crime;
	You failed to appear (bail forfeiture) in a traffic case.


How long do I have to wait before filing to seal my records?

You will need to wait one year after the final discharge for a misdemeanor and three years after the final discharge for a felony.&nbsp; The final discharge happens when any court-ordered jail time, parole, probation or community service has been completed.&nbsp; All fines and court costs must be paid.

How does the court decide to seal a record?

The court will determine if the records are eligible to be sealed, that no criminal proceedings are currently pending, that the applicant has been rehabilitated, that the prosecutor has not filed an objection and that there is no legitimate need of the court to maintain the records.&nbsp; Sealing is at the discretion of the court.&nbsp; The judge will look at the crime and you and make a decision.&nbsp; If you have changed your life for the better and the judge feels it is in everyone’s best interest, the judge will order your record sealed.

What about employment after my record is sealed?&nbsp;

After a conviction is sealed, in most cases you do not need to list the conviction on a job application.&nbsp; However, you must list it if:


	The crime relates directly to the job you are applying for;
	The job involves the care of children, the elderly or disabled;


Certain employers such as day care centers, schools, nursing homes and hospitals are required to request a special records check from the Ohio Bureau of Criminal Identification and Investigation (BCCI).&nbsp; Even if the conviction is sealed it will appear on the report.&nbsp; BCCI will inform the employer if the conviction is for an offense of violence or other listed offense.

Ohio is an ‘at will’ state which means that employees can be hired or fired as the employer chooses.&nbsp; If an employer learns of a prior conviction, even if it has been sealed, you could be fired.

Some employees have a written employment contract, such as a union contract.&nbsp; They can only be fired for ‘good cause.’&nbsp; If you have lied on your employment application, that would be ‘good cause.’&nbsp; However, if a sealed conviction is not mentioned, that should not be ‘good cause’ to fire you unless the offense directly relates to the job.

What if I was arrested but not convicted?

If you were found not guilty or the complaint against you was dismissed, you may file to have the record sealed at any time.&nbsp; If a ‘no bill’ was entered by a grand jury, you must wait two years to file.

What do I have to do?


	Get a copy of your final order from the court where you were convicted.
	Complete a Motion for Sealing of Criminal Record.
	File the forms with the Clerk of Courts in the county where you were convicted.
	Meet with the probation department and appear at a hearing in court.


Is this procedure free?

No.&nbsp; The filing fee in most courts is $50.&nbsp; You must pay with cash, a cashier’s check or money order.&nbsp; If you cannot pre-pay, you can file an Affidavit of Indigency.&nbsp; The affidavit must be notarized.

What if I have too many convictions?

You are not eligible for expungement.&nbsp; You may seek executive clemency or pardon by filing with the Ohio Parole Board.&nbsp; Don’t seek a pardon without proper legal advice.

https://www.youtube.com/watch?v=xp_nPfnqoYE

This article is meant to give you general information and not to give you specific legal advice.Prepared by Community Legal Aid Services, Inc. Updated August 2012. CE-89-F285-CLAS
"
118,http://www.communitylegalaid.org/node/140,Certificate of Qualification of Employment,"Expungement
Other Criminal Records",,Criminal,"Certificate of Qualification for Employment

Have you have been convicted of a crime?&nbsp; Are you having a hard time getting a job or occupational license?&nbsp; You may be helped by a new law.&nbsp; You can now seek a certificate of qualification for employment.

You will need to file a petition.&nbsp; You can file with the deputy director of the division of parole and community services if you served time in a state prison.&nbsp; Or you can file with the Court of Common Pleas if you didn’t serve time in a state prison.&nbsp; You must wait to file for a length of time after you are released from all sanctions. For a felony, you must wait one year.&nbsp; For a misdemeanor, you must wait six months.

In all cases, the Court of Common Pleas will request comments from all other Ohio courts where you have a conviction record.&nbsp; The court reviews your criminal history and any comments by prosecutors, victims, and other courts.&nbsp; The court can order an investigation.&nbsp; After all the requested information is received, the court will decide whether to issue a certificate within sixty days.

You must establish that granting the petition:


	Is required to help you in obtaining employment or an occupational license;
	Is needed in order for you to live a law-abiding life; and
	Granting will not pose an unreasonable threat to public or individual safety.


The court cannot issue a certificate that grants certain relief:


	Registration and other requirements for sex offenders;
	License suspension, cancellation or revocation which occurred due to 12+ points, vehicular homicide or vehicular manslaughter, DUI or failure to consent to blood, breath or urine test, if relief is available by law to grant limited driving privileges.
	Restrictions on employment as a prosecutor or law enforcement officer;
	License of health care professional if convicted of, or eligible for intervention in lieu of conviction, for aggravated murder, murder, voluntary manslaughter; felonious assault; kidnapping; rape, sexual battery, gross sexual imposition; aggravated arson; aggravated robbery, aggravated burglary; or unlawful distribution of abortion inducing drug;
	Immediate suspension of health care professional license for addiction or improperly distributing a controlled substance;
	Denial of employment at a pain clinic (which is a category III distributor of dangerous drugs);
	Suspension of license of health care professional for failure to pay child support;


The court will notify you if it denies your petition or if any conditions are placed on your future application.&nbsp; Appeal to Ct of App available under abuse of discretion standard.

The court will make a case-by-case decision as to occupational licenses.

There is no relief from mandatory civil sanctions.&nbsp; You cannot be an elector, juror, petition circulator or hold position of honor, trust or profit.

The certificate will be revoked if you are convicted of a felony.

https://www.youtube.com/watch?v=NUrVGyStO1A

&nbsp;

https://www.youtube.com/watch?v=xp_nPfnqoYE

This article is meant to give you general information and not to give you specific legal advice.Prepared by Community Legal Aid Services, Inc. Updated August 2012. CE-89-F284-CLAS
"
204,http://www.communitylegalaid.org/node/259,Safety Planning for Students: Avoiding Sexual Assault,,,Criminal,"Safety Planning for Students: Avoiding Sexual Assault

Love ≠ Forced Sex.&nbsp; It’s a crime to force anyone to have sex without consent.&nbsp;


	Consent means giving or getting a ‘yes.’&nbsp; Silence is not consent.
	Consent is not ‘yes’ given under threat or coercion.
	Consenting to one activity is not consent for every activity.&nbsp;
	Consent in the past is not consent for every future act.&nbsp;
	A person who is drunk, high, unconscious or asleep cannot give consent.
	Consent is not given by wearing sexy clothes, dancing or flirting.&nbsp;
	Not fighting back is not consent.


A person you know, or even someone you love, may commit a sexual assault against you. You can’t always avoid a sexual assault.&nbsp; It’s not your fault.

Love ≠ Coercion. &nbsp;Force isn’t just physical pressure. Coercion can be social or emotional pressure.&nbsp; Coercion uses guilt or your better nature against you:

&nbsp;

“If you really loved me, you’d do it.”&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; “I’ll just tell everyone we did.”

“You can’t just make a guy stop.”&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; “Tonight’s perfect.&nbsp; Why ruin it?”

“You’ve got me all worked up.”&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; “You worked hard.&nbsp; It would be a shame not to get an A”

Think about what you would say: &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; “I don’t owe you an explanation or anything all""

“If you love me, you would respect what I want.” &nbsp;&nbsp;“I do like you but I’m not ready for sex.”

&nbsp;

&nbsp;

Steps you can take to help prevent an assault: 


	Get to a safe place.
	Look for an exit or public space.
	If you are at a party or event, ask someone you trust to stay with you or not leave without you.
	Sign up for a ride-sharing program or add a taxi # to your cell phone.


&nbsp;

&nbsp;

● Check out C.A.R.E. on www.RAINN.org. Plan with your friends and dorm mates how to safety step in to help each other or another friend.

&nbsp;


	Create a distraction-“Let’s go get pizza.”&nbsp; “This party is lame.&nbsp; Let’s go.”
	Ask directly- “Want me to stay with you?” “Need a ride?”
	Refer to authority- Alert a security guard or bartender.&nbsp; Call 911.
	Enlist others- Ask friends to help you intervene or escort the person at risk.


&nbsp;

●&nbsp; Check in with yourself.&nbsp; Did you plan to do what you are doing? With the person who is urging you to do it?&nbsp; If you are feeling out of control, get to a friend and a safe place.&nbsp;

&nbsp;

● Be aware of your surroundings. Especially if walking or running alone, avoid the distraction of talking on a cellphone or using both earbuds. Don’t take the same route every time. Stay in busy, well-lit areas, especially at night. Use a campus security escort.&nbsp;

&nbsp;

IF YOU NEED LEGAL HELP with a protection order, divorce, child support, credit or debt, public benefit or housing problem, call Community Legal Aid Services at 1-800-998-9454 or apply 24/7 online: communitylegalaid.org.

&nbsp;

What to Do After an Assault
"
205,http://www.communitylegalaid.org/node/260,What to Do After an Assault,,,Criminal,"What to do after an assault


	Preserve the evidence.&nbsp; Do not bathe, brush, comb or clean any part of your body.&nbsp; Do not wash or change your clothes.&nbsp; Don’t touch or change anything at the scene of the assault.
	Get to a hospital ER as soon as possible.&nbsp; Ask for a SANE nurse (sexual assault nurse examiner).&nbsp; You can be tested for STDs and pregnancy.&nbsp; Even if you’re not sure you want to press charges, the rape kit preserves evidence until you are ready to decide what to do.&nbsp;
	A rape crisis counselor can help you during this process.


&nbsp;

&nbsp;&nbsp; Feeling safe after an assault.

● Use campus resources. Colleges provide free resources, including health and psychology services, security escorts, and sexual assault services.

●&nbsp; Request a change in housing or class schedule. Under federal law, if you share a class or residence building with the perpetrator, your request to change residence hall or class must be honored.

● If you feel more comfortable, get help at an off-campus sexual assault service provider, rape crisis center or domestic violence shelter.

● You can get a protection order (even if you don’t file criminal charges or aren’t a U.S. citizen).&nbsp; A person who has who been sexually assaulted can seek a protection order.&nbsp; A court also can grant a protection order against anyone helping or participating in a sexual assault.&nbsp; There are different types of protection orders.&nbsp; Talk to a rape crisis counselor or domestic violence advocate about which best protects you.&nbsp;

&nbsp;

Know your resources.&nbsp; 

● Locate campus resources- health center, campus police, sexual assault service provider, and emergency phone locations. Save the campus emergency number in your cell phone.

&nbsp;


	Call the National Sexual Assault Hotline at 800-656-HOPE (4673) or chat at online.rainn.org&nbsp; for free confidential support 24/7.


&nbsp;

Know your resources.&nbsp; 

● Locate campus resources- health center, campus police, sexual assault service provider, and emergency phone locations. Save the campus emergency number in your cell phone.

&nbsp;


	Call the National Sexual Assault Hotline at 800-656-HOPE (4673) or chat at online.rainn.org&nbsp; for free confidential support 24/7.


&nbsp;

You have the right to feel safe.&nbsp; You are not alone.&nbsp; These agencies can help you.&nbsp; 

&nbsp;

&nbsp;

Columbiana County

Christina’s House 330-428-0036

&nbsp;

Mahoning County

Compass Family &amp; Community Services

330-782-3936

www.compassfamily.org

&nbsp;

Medina County

Rape Crisis Center of Medina &amp; Summit Cos.

330-434-7273 or 1-877-906-7273

www.rccmsc.org

&nbsp;

Portage County

Town Hall II 678-4357 or 866-449-8518

www.townhall2.com

&nbsp;

Trumbull County

Rape Crisis Team of Trumbull Co. 211 or

330-393-1565

&nbsp;

Stark County

Alliance Rape Crisis Program 330-812-RAPE

www.communityservicesofstark.org or

Red Cross Rape Crisis Center 330-452-1111

www.redcross.org/oh/canton

&nbsp;

Summit County

Rape Crisis Center of Medina &amp; Summit Cos.

330-434-7273 or 1-877-906-7273

&nbsp;

&nbsp;&nbsp; Wayne County

Every Woman’s House

330-263-1020 (24-hour crisis hotline)

1-800-686-1122 (toll free)

www.everywomanshouse.o

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

This article is meant to give you general information and not to give you specific legal advice.

Prepared by Community Legal Aid Services, Inc.&nbsp; Updated April 2016&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; CE-37-F610-CLAS

www.rccmsc.org
"
34,http://www.communitylegalaid.org/node/36,Truancy: What to Do if Your Child is Absent Due to a Medical Condition,School Truancy,,Education,"School-aged children are required to attend school or receive appropriate school instruction.&nbsp; However, there are ‘legitimate excuses’ for failure to attend that are defined by law.

Under Ohio law “chronic truant"" means any child of school age who is absent without legitimate excuse for:


	seven or more consecutive school days,
	ten or more school days in one school month, or
	fifteen or more school days in a school year.


A “legitimate excuse for absence” means that the child is excused from attendance at school for the specific reasons below:&nbsp;


	the child's physical condition does not permit attendance at school.&nbsp; This must be certified in writing by a licensed physician; or
	the child’s mental condition does not permit attendance at school.&nbsp; This must be certified in writing by a licensed physician, a licensed psychologist, a licensed school psychologist or a certificated school psychologist;
	and provision is made for the appropriate instruction of the child


If your child meets the definition of a ‘child with a disability’ free appropriate education should be provided by the public school system.&nbsp; Appropriate education should be determined by the needs of your child.&nbsp; If you have not done so, you should contact the principal of your child’s school to request appropriate education for your child.

&nbsp;

This article is meant to give you general information and not to give you specific legal advice.
Prepared by Community Legal Aid Services, Inc. Updated April 2012.

CE-13-F077-CLAS
"
35,http://www.communitylegalaid.org/node/37,Access To Education: Getting Special Services For A Child,Special Education/Learning Disabilities,,Education,"From Ohio Legal Rights Services.&nbsp;
For more information visit their website at&nbsp;http://dodd.ohio.gov.

All students are entitled to a free, appropriate public education.&nbsp; Schools have a duty to identify and help any ""child with a disability that affects learning.""&nbsp; This applies to persons from ages 3 to 22.&nbsp; A parent, guardian or a school can request that a child be evaluated to determine if child has a disability that affects learning.

A ""child with a disability"" includes children with mental retardation, hearing impairments, speech or language impairments, visual impairments, emotional disturbance, orthopedic impairments, autism, traumatic brain injury, other health impairments or specific learning disabilities.

If child qualifies for special services, the school and the parent or guardian must meet to develop an Individualized Education Plan (IEP).&nbsp; An IEP sets out educational goals and services to help the child to meet those goals.

The school system must deliver the services in the ‘least restrictive environment.’ That could mean keeping the child in regular classes with assistance from the classroom teacher or other personnel.

A parent may disagree with the school system at any stage.&nbsp; A parent may disagree about identification, testing, IEP development and special services delivery process.&nbsp; The parent may seek to appeal the schools actions through a ‘due process’ hearing. &nbsp;The parent may be represented at any stage of the process.&nbsp; Attorney fees may be awarded if the parent prevails at the due process hearing.

Assistance may be available from the Ohio Legal Rights Service (OLRS).&nbsp; The OLRS is an independent state agency which advocates for persons with disabilities.&nbsp; OLRS can be reached at 8 East Long Street, Suite 500 Columbus, Ohio 43215-2999 telephone : 614-466-7264 or 1-800-282-9181 (toll free in Ohio) TTY: 614-728-2553 or 1-800-858-3542 (Toll free in Ohio) Fax: 614-644-1888 or on the internet at:  olrs.ohio.gov&nbsp;

&nbsp;

This information is meant for your general information and not to give you specific legal advice.
Prepared by Community Legal Aid Services, Inc. Updated April 2012. 

CE-14-F081-CLAS

&nbsp;
"
137,http://www.communitylegalaid.org/node/167,Truancy: What to Do if Your Child is Absent Due to a Medical Condition,School Truancy,,Education,"School-aged children are required to attend school or receive appropriate school instruction.&nbsp; However, there are ‘legitimate excuses’ for failure to attend that are defined by law.

Under Ohio law “chronic truant"" means any child of school age who is absent without legitimate excuse for:


	seven or more consecutive school days,
	ten or more school days in one school month, or
	fifteen or more school days in a school year.


A “legitimate excuse for absence” means that the child is excused from attendance at school for the specific reasons below:


	the child's physical condition does not permit attendance at school.&nbsp; This must be certified in writing by a licensed physician; or
	the child’s mental condition does not permit attendance at school.&nbsp; This must be certified in writing by a licensed physician, a licensed psychologist, a licensed school psychologist or a certificated school psychologist;
	and provision is made for appropriate instruction of the child


If your child meets the definition of ‘child with a disability’ free appropriate education should be provided by the public school system.&nbsp; Appropriate education should be determined by the needs of your child.&nbsp; If you have not done so, you should contact the principal of your child’s school to request appropriate education for your child.

This article is meant to give you general information and not to give you specific legal advice.Prepared by Community Legal Aid Services, Inc. Updated April 2012. CE-13-F077-CLAS
"
37,http://www.communitylegalaid.org/node/39,Employment Discrimination: Appealing a 'No Finding' Decision,Discrimination,,Employment,"If you have filed a claim because you were fired due to discrimination, you may receive a “no finding” letter.&nbsp; The Ohio Civil Rights Commission (OCRC) has told you that their investigation is closed.

If an agreement between the employer and a terminated employee cannot be reached, the OCRC orders a full investigation.&nbsp; The OCRC investigator acts as a neutral fact-finder.&nbsp;&nbsp; The OCRC determines whether or not ""it is probable"" the discrimination occurred.&nbsp;&nbsp; Where the facts support a finding of ""no cause"", the complaint is referred back to the OCRC with a recommendation for dismissal. This has occurred if you receive a ‘no finding’ letter.
You have the right to appeal this decision to the Court of Common Pleas.&nbsp; The court would review the record to determine if the OCRC's decision was arbitrary, unlawful or capricious.&nbsp; The Attorney General represents the OCRC. You would represent yourself or hire an attorney.

State and federal laws protect employees against certain types of discrimination.&nbsp; Employers cannot discriminate based on race, color, religion, sex, military status, national origin, disability, age or ancestry.&nbsp; These are called ‘protected classes.’&nbsp;

In a lawsuit, employees must show that:


	they belong to a ‘protected’ class;
	they were fired because they belong to the class
	they have the ability to perform the required work, and
	they were replaced by, or that the discharge permitted the retention of, a person not belonging to the protected class.



The employer must show that:


	an employee was fired for legitimate reasons like poor work or absenteeism;
	it was not possible to reasonably accommodate a disability;
	the employee is a health or safety risk to others.&nbsp; If your employer raises these defenses, you have the burden of convincing the court that the employer’s reasons were mere ‘pretext’ for the unlawful discrimination.&nbsp;



A discrimination lawsuit is usually filed after a determination by the OCRC that it is probable that illegal discrimination occurred.&nbsp; If you are considering whether to file a lawsuit, you should consult an attorney experienced in this complicated area of law immediately.&nbsp; You have only a limited time to file in court.&nbsp; Normally, you have only ninety (90) days from the date of the OCRC notice to file a lawsuit.

&nbsp;

This article is meant to give you general information and not to give you specific legal advice.
Prepared by Community Legal Aid Services, Inc. Updated April 2012.
"
38,http://www.communitylegalaid.org/node/40,Employment Discrimination in Ohio,Discrimination,,Employment,"Ohio has an ""employment at-will"" doctrine.&nbsp; Employers may fire workers at any time, for any reason or for no reason.&nbsp; The limited exceptions are:


	the employee has an employment contract,
	the employee has collective bargaining agreement protection,
	the employee has civil service protection,
	the employer violated state or federal discrimination laws,
	the violation is based on a public policy such as ""whistle blowing,""
	the law may require advance notice of factory closings,
	employers are prohibited from retaliating if an employee seeks worker’s compensation,
	some city ordinances provide and state employees have protections based on sexual orientation.


State and federal laws protect employees against certain types of discrimination.&nbsp; Employers cannot discriminate based on race, color, religion, sex, military status, national origin, disability, age or ancestry.&nbsp; These are called ‘protected classes.’

In a lawsuit, employees must show that:


	they belong to a ‘protected’ class;
	they were fired because they belong to the class;
	they have the ability to perform the required work.&nbsp;


The employer must show that:


	an employee was fired for legitimate reasons like poor work or absenteeism;
	it was not possible to reasonably accommodate a disability; or
	the employee is a health or safety risk to others.&nbsp;


If your employer raises these defenses, you have the burden of convincing the court that the employer’s reasons were mere ‘pretext’ for the unlawful discrimination.&nbsp; Pretext means an excuse that is not true.&nbsp; An employer may try to say you were terminated for a reason that you can show is false.&nbsp; The judge or jury could then decide that the employer is lying.&nbsp; That means that the employer probably violated the law.&nbsp; If the employer had followed the law he wouldn’t have to lie.&nbsp; The lie is a pretext.

You can complain to the Ohio Civil Rights Commission (OCRC) if you feel that an employer has discriminated against you.&nbsp; An employee must file a complaint within 180 days.&nbsp; Contact the Akron regional office at 330-643-3100 for the specific complaint form.&nbsp;

Often but not always, a lawsuit is filed after an investigation by the OCRC.&nbsp; If you are considering a lawsuit, you should contact an attorney early on. There are many options in discrimination lawsuits based on various laws and different facts.&nbsp; Each discrimination lawsuit is different.&nbsp; A lawyer can help you decide a course of action.&nbsp;

If you do file an OCRC complaint, an OCRC representative will contact the employer to settle the matter.&nbsp; If an agreement between the employer and the employee cannot be reached, the OCRC can order a full investigation.&nbsp; If a full investigation is ordered, the OCRC investigator acts as a neutral fact-finder.&nbsp; The investigator can interview witnesses, review documents and file a report.&nbsp; The report includes a recommendation to OCRC.&nbsp;&nbsp; The OCRC decides whether or not the discrimination might have occurred.&nbsp;&nbsp; Where the OCRC does an investigation and decides discrimination did not occur – called a ‘no cause’ finding – you will get a letter from OCRC telling you there is ‘no cause’ to believe discrimination occurred.&nbsp; The complaint is referred back to the OCRC with a recommendation for dismissal.&nbsp; OCRC will then dismiss the complaint.&nbsp; This dismissal can be appealed to a Court of Common Pleas.&nbsp;

If the OCRC finds there is ""probable cause"" that the employer has discriminated, the OCRC may try to settle the matter.&nbsp; The OCRC may decide to take no action.&nbsp; If so, you can decide whether to file a lawsuit at this point.&nbsp;

OCRC may issue a formal complaint against the employer if no settlement is reached.&nbsp; A formal hearing is held.&nbsp; An OCRC attorney represents the employee indirectly.&nbsp; The OCRC decides if the employer has discriminated.&nbsp; If so, the OCRC can award back pay, future pay, damages and job reinstatement.&nbsp;

A discrimination lawsuit based on state law can be filed at many different points.&nbsp; It can be filed after a determination by the OCRC that it is probable that illegal discrimination occurred.&nbsp; However, a discrimination lawsuit can be filed even if the OCRC found ‘no cause’ to believe discrimination occurred.&nbsp; If you are considering whether to file a lawsuit, you should consult an attorney experienced in this complicated area of law immediately.&nbsp;

This fact sheet is not intended to provide legal advice.&nbsp; The laws protecting employees
may be changing in the near future.&nbsp; The process may be more complicated and the time frames shorter.&nbsp; For this reason, you should seek legal advice before taking any action.

Also see: eeoc.gov and www.crc.ohio.gov

&nbsp;

&nbsp;

This article is meant to give you general information and not to give you specific legal advice.
Prepared by Community Legal Aid Service, Inc. Updated June 2012.

CE-21-F092-CLAS
"
39,http://www.communitylegalaid.org/node/41,Getting Paid:  What To Do If Your Employer Refuses to Pay You,Wage Claims,,Employment,"If your former employer refuses to pay you, you have several options.

1.) You can write your employer a ‘demand’ letter.&nbsp; In the letter, state that the law, Ohio Revised Code Section 4113.15 (A), requires employers to pay wages by the 1st day of the month which were earned in the first half of the previous month.&nbsp; And pay wages by the 15th which were earned in the last half of the previous month.&nbsp; If an employee is absent on payday the wages are to be paid on demand.

If an employee is not paid beyond thirty days after the regular payday, a court can find the employer to owe the employee an additional amount equal to 6% of the unpaid (and undisputed) claim or $200, whichever is greater.&nbsp; ORC 4113.15(B).&nbsp;

2.)&nbsp; You can also file a claim with the Ohio Department of Commerce.&nbsp;&nbsp; Contact the Ohio Division of Labor and Worker Safety at 614-496-9076.&nbsp; You can get a complaint form online at http://www.com.ohio.gov/laws/MWOTComplaint.aspx.&nbsp; You could also contact the U.S. Department of Labor, Division of Wages and Hours at (866) 4-USWAGE.&nbsp;&nbsp;

3.) Finally, you can sue your previous employer in Small Claims Court.&nbsp; You can sue for up to $3000.00 in Small Claims Court.&nbsp; The court is set up to be user-friendly to persons representing themselves.&nbsp;

Your complaint must be filed in the court for the location where you worked, where you hired on or where your employer has a place of business.&nbsp; To win your case, you will need to prove the amount your employer agreed to pay you and that you worked the hours.&nbsp; Proof that you worked could come from your statement in court.&nbsp; You will need more proof such as statements in court (not written) from your co-workers.&nbsp; Other proof could be time records kept by you or your employer or other evidence.&nbsp;

Sometimes employers counterclaim and argue that you owe them money for some reason.&nbsp; Be prepared to present evidence about that too.&nbsp;

Generally, a two-year statute of limitations applies to the recovery of back pay.&nbsp; In the case of willful violations, a three-year statute of limitations applies.&nbsp; That means you must file a complaint within that time frame.

Once you obtain a judgment from the court you will then have to pursue collection by filing for a debtor’s exam and for a bank attachment.

You may want to consult with a private employment law attorney for additional advice.

For more information, see www.wagehour.dol.gov 
www.dol.gov&nbsp; Fact sheet: Coverage under the FLSA
www.com.ohio.gov
Ohio Dept of Commerce - Wage and Hour Complaint;
Ohio Dept of Commerce - Wage and Hour Complaint Instructions;

&nbsp;

&nbsp;

This article is meant to give you general information and not specific legal advice.
Prepared by Community Legal Aid Services, Inc. Updated April 2012.

CE-22-F098-CLAS
"
